Date,1 MO,2 MO,3 MO,6 MO,12 MO,24 MO,36 MO,48 MO,60 MO,72 MO,84 MO,96 MO,108 MO,120 MO,240 MO,360 MO
10/31/1999,,,5.12,5.28,5.5557,5.762,5.8396,5.8949,5.9579,6.0318,6.1115,6.1915,6.2672,6.3354,6.506,6.1141
9/30/1999,,,4.88,4.99,5.3833,5.5911,5.687,5.7613,5.8407,5.9283,6.0199,6.1103,6.1952,6.2716,6.4752,6.0591
8/31/1999,,,4.98,5.21,5.4874,5.7037,5.7992,5.871,5.9455,6.0253,6.1064,6.1845,6.2563,6.3196,6.4673,6.1248
7/31/1999,,,4.75,4.85,5.3071,5.5817,5.7232,5.8115,5.8824,5.9496,6.0171,6.0842,6.1491,6.2097,6.3955,5.9954
6/30/1999,,,4.78,5.04,5.2409,5.4798,5.5796,5.646,5.7133,5.7882,5.8683,5.9489,6.0259,6.0964,6.3038,5.9303
5/31/1999,,,4.66,4.83,5.1204,5.3946,5.5286,5.6024,5.6551,5.7043,5.7559,5.8108,5.8676,5.9241,6.1797,5.8361
4/30/1999,,,4.55,4.66,4.8948,5.0584,5.135,5.1885,5.2444,5.3102,5.3855,5.4668,5.55,5.6317,6.036,5.7433
3/31/1999,,,4.49,4.53,4.842,4.9903,5.0726,5.137,5.203,5.2765,5.3569,5.4414,5.5266,5.6093,6.0187,5.7358
2/28/1999,,,4.66,4.7,4.9889,5.1211,5.1808,5.2203,5.2616,5.3119,5.3712,5.4368,5.5053,5.5735,5.9132,5.6226
1/31/1999,,,4.48,4.47,4.6315,4.6061,4.577,4.5738,4.6013,4.6546,4.726,4.8082,4.895,4.9817,5.4669,5.28
12/31/1998,,,4.48,4.55,4.6041,4.5829,4.59,4.619,4.6643,4.7215,4.7867,4.8567,4.929,5.0014,5.4954,5.4327
11/30/1998,,,4.57,4.58,4.6239,4.5877,4.5813,4.5982,4.6328,4.6806,4.7377,4.8008,4.8674,4.9351,5.4264,5.4009
10/31/1998,,,4.33,4.36,4.3968,4.3038,4.2806,4.3088,4.3734,4.4627,4.5673,4.6801,4.7955,4.9091,5.5743,5.3843
9/30/1998,,,4.37,4.49,4.5112,4.3723,4.3033,4.2868,4.3092,4.3595,4.429,4.5108,4.5995,4.691,5.3453,5.338
8/31/1998,,,4.96,5.03,5.0553,4.99,4.9587,4.9537,4.9683,4.9972,5.0359,5.0809,5.1294,5.1789,5.5033,5.3956
7/31/1998,,,5.1,5.21,5.3941,5.4636,5.4798,5.4794,5.4794,5.4864,5.5019,5.5248,5.5532,5.585,5.817,5.7224
6/30/1998,,,5.1,5.24,5.4245,5.4734,5.4652,5.4534,5.4514,5.4596,5.4753,5.4955,5.5181,5.5413,5.6963,5.6978
5/31/1998,,,5.03,5.33,5.4841,5.504,5.5039,5.5187,5.543,5.5716,5.6016,5.6316,5.6609,5.6889,5.8877,5.9659
4/30/1998,,,5,5.24,5.4668,5.5519,5.5708,5.5841,5.6071,5.6402,5.6802,5.7233,5.7671,5.8094,6.0441,6.0019
3/31/1998,,,5.16,5.27,5.4952,5.5578,5.586,5.6013,5.6155,5.6338,5.658,5.688,5.7227,5.7604,6.0437,5.9152
2/28/1998,,,5.32,5.33,5.4788,5.5037,5.5201,5.5364,5.5567,5.5825,5.6136,5.6493,5.6882,5.7291,6.0271,5.9291
1/31/1998,,,5.19,5.24,5.3261,5.3021,5.3049,5.3271,5.3631,5.4083,5.4592,5.513,5.5675,5.621,5.9448,5.8522
12/31/1997,,,5.36,5.45,5.5654,5.6158,5.6393,5.6521,5.6634,5.6776,5.6966,5.7205,5.7486,5.7797,6.0357,5.939
11/30/1997,,,5.22,5.43,5.6515,5.734,5.7651,5.7753,5.7809,5.7898,5.8051,5.8271,5.8549,5.8869,6.1474,6.0194
10/31/1997,,,5.21,5.32,5.5052,5.597,5.65,5.6877,5.7221,5.7587,5.7992,5.8434,5.8902,5.9383,6.2656,6.1696
9/30/1997,,,5.06,5.28,5.615,5.7499,5.8364,5.908,5.9714,6.0288,6.0815,6.13,6.1749,6.2164,6.4901,6.5953
8/31/1997,,,5.24,5.39,5.7054,5.916,6.0322,6.1061,6.1634,6.2159,6.2683,6.3214,6.3747,6.427,6.7257,6.5977
7/31/1997,,,5.25,5.33,5.5432,5.6547,5.7304,5.7879,5.8374,5.8844,5.9314,5.9794,6.0282,6.0772,6.4119,6.3074
6/30/1997,,,5.25,5.34,5.7408,6.0239,6.1769,6.2651,6.3243,6.3733,6.4207,6.4697,6.5209,6.5733,6.9195,6.7536
5/31/1997,,,4.96,5.46,5.8018,6.1302,6.2893,6.3759,6.4357,6.4884,6.5414,6.5964,6.6524,6.7081,7.0419,6.9409
4/30/1997,,,5.28,5.53,5.8948,6.1951,6.3526,6.4428,6.5045,6.5565,6.6071,6.6587,6.7115,6.7644,7.0939,6.9709
3/31/1997,,,5.35,5.55,6.0216,6.3624,6.5405,6.6405,6.7061,6.7588,6.8081,6.8576,6.9076,6.9575,7.2556,7.1135
2/28/1997,,,5.22,5.39,5.7046,5.9967,6.1639,6.2646,6.3327,6.3868,6.4369,6.4873,6.5395,6.5932,6.9981,6.9086
1/31/1997,,,5.15,5.28,5.592,5.8552,6.0217,6.1339,6.2173,6.2864,6.3494,6.4103,6.4705,6.5303,6.9613,6.9005
12/31/1996,,,5.21,5.33,5.5792,5.8259,5.981,6.0843,6.1599,6.2217,6.2776,6.3313,6.3844,6.4372,6.8086,6.7156
11/30/1996,,,5.13,5.25,5.3831,5.5348,5.6359,5.712,5.7776,5.8403,5.9034,5.968,6.0337,6.0996,6.5688,6.5211
10/31/1996,,,5.17,5.3,5.4878,5.6963,5.8472,5.9625,6.0565,6.1377,6.2115,6.2806,6.3463,6.4092,6.8273,6.7765
9/30/1996,,,5.14,5.37,5.7204,6.0392,6.208,6.327,6.4228,6.5047,6.5771,6.642,6.7008,6.7543,7.0942,7.2181
8/31/1996,,,5.29,5.49,5.8386,6.2712,6.4666,6.5748,6.6542,6.7255,6.7944,6.8618,6.9265,6.9876,7.318,7.2673
7/31/1996,,,5.32,5.47,5.8419,6.152,6.3198,6.4226,6.4978,6.5625,6.6237,6.6836,6.7421,6.7985,7.1276,7.0569
6/30/1996,,,5.18,5.37,5.7395,6.0765,6.2427,6.3401,6.4135,6.4809,6.5481,6.6157,6.6826,6.7471,7.1022,6.9943
5/31/1996,,,5.18,5.36,5.7319,6.1585,6.3771,6.4996,6.5812,6.6478,6.7103,6.7722,6.8339,6.8942,7.2327,7.0741
4/30/1996,,,5.14,5.3,5.6234,5.9734,6.1613,6.2775,6.3654,6.4444,6.5215,6.5985,6.6747,6.7486,7.167,7.0299
3/31/1996,,,5.13,5.2,5.4597,5.7343,5.8893,5.9931,6.0785,6.1596,6.2413,6.3243,6.4072,6.4884,6.9783,6.8779
2/29/1996,,,5.02,5.05,5.1805,5.3576,5.5034,5.6308,5.7471,5.8558,5.9587,6.0563,6.1486,6.2352,6.7466,6.7098
1/31/1996,,,5.05,4.97,4.9203,4.9275,5.0229,5.1372,5.2515,5.3604,5.4622,5.5566,5.6437,5.7237,6.2129,6.339
12/31/1995,,,5.1,5.17,5.138,5.1473,5.2073,5.2789,5.3523,5.4243,5.4939,5.5603,5.6236,5.6835,6.1181,6.328
11/30/1995,,,5.48,5.46,5.3499,5.3296,5.3715,5.4367,5.5102,5.5853,5.6592,5.7306,5.7986,5.8631,6.3166,6.5084
10/31/1995,,,5.48,5.55,5.5389,5.5916,5.649,5.7098,5.7728,5.8368,5.9009,5.9643,6.0262,6.0861,6.4969,6.5276
9/30/1995,,,5.4,5.57,5.6759,5.7927,5.8628,5.9137,5.96,6.0085,6.062,6.1205,6.183,6.2477,6.7423,6.7139
8/31/1995,,,5.45,5.53,5.6342,5.7742,5.8766,5.9592,6.0325,6.102,6.1705,6.239,6.3074,6.3752,6.8578,6.8358
7/31/1995,,,5.6,5.63,5.6747,5.8328,5.9579,6.0624,6.1544,6.2386,6.3179,6.3937,6.4668,6.5371,7.0245,7.0379
6/30/1995,,,5.6,5.59,5.6813,5.7601,5.8221,5.8807,5.9423,6.009,6.0805,6.1557,6.2326,6.3096,6.8289,6.7537
5/31/1995,,,5.81,5.83,5.7715,5.8129,5.869,5.9358,6.0098,6.0882,6.1686,6.2492,6.3282,6.4044,6.8863,6.8354
4/30/1995,,,5.87,6.08,6.2464,6.4975,6.6398,6.728,6.7925,6.8493,6.9059,6.9651,7.027,7.0906,7.5366,7.3971
3/31/1995,,,5.88,6.13,6.4083,6.6998,6.8403,6.9247,6.9906,7.0512,7.1099,7.1664,7.2198,7.2693,7.5622,7.6727
2/28/1995,,,5.94,6.19,6.3772,6.6846,6.8329,6.9209,6.9888,7.0512,7.1117,7.1705,7.2266,7.279,7.5966,7.7185
1/31/1995,,,6,6.4,6.7851,7.1627,7.3169,7.3936,7.4404,7.4745,7.5029,7.5281,7.5515,7.5736,7.7343,7.8166
12/31/1994,,,5.68,6.51,7.2524,7.563,7.6626,7.7117,7.7418,7.7628,7.7788,7.7917,7.8024,7.8116,7.8621,7.8822
11/30/1994,,,5.72,6.22,6.8063,7.3168,7.5118,7.6135,7.6791,7.7272,7.7654,7.7974,7.8252,7.8499,8.026,8.1518
10/31/1994,,,5.2,5.72,6.1229,6.7239,7.0476,7.2555,7.4065,7.5245,7.6211,7.7023,7.7717,7.8317,8.13,8.1669
9/30/1994,,,4.8,5.43,5.9109,6.5119,6.8535,7.0648,7.2124,7.3295,7.4318,7.5259,7.6139,7.6961,8.1095,7.898
8/31/1994,,,4.68,5.03,5.4956,6.0552,6.371,6.5849,6.7492,6.8843,6.9998,7.1005,7.1895,7.2685,7.7152,7.8209
7/31/1994,,,4.39,4.87,5.3881,5.9389,6.257,6.4856,6.6669,6.8171,6.9442,7.0525,7.1452,7.2246,7.5544,7.4892
6/30/1994,,,4.26,4.83,5.4795,6.1078,6.4622,6.7155,6.9153,7.0798,7.2179,7.3346,7.4334,7.517,7.835,7.7309
5/31/1994,,,4.31,4.87,5.3138,5.9619,6.3242,6.5534,6.7214,6.8607,6.9848,7.0987,7.2036,7.2994,7.7351,7.5134
4/30/1994,,,3.97,4.45,5.0321,5.7234,6.1292,6.404,6.6093,6.772,6.9056,7.0175,7.1123,7.1931,7.549,7.5298
3/31/1994,,,3.56,3.92,4.5522,5.2079,5.6556,5.9969,6.2655,6.4781,6.6469,6.7818,6.8907,6.9796,7.3879,7.5245
2/28/1994,,,3.47,3.72,4.0995,4.6497,5.0455,5.356,5.6122,5.8285,6.0128,6.1705,6.3056,6.4215,7.0077,7.2124
1/31/1994,,,3.05,3.25,3.5657,4.0662,4.4546,4.7665,5.0243,5.2422,5.4297,5.593,5.7365,5.8634,6.5898,6.8773
12/31/1993,,,3.07,3.3,3.6834,4.2071,4.6124,4.9385,5.2084,5.4362,5.6311,5.7994,5.9456,6.0732,6.763,7.0189
11/30/1993,,,3.21,3.4,3.6706,4.1769,4.5825,4.9141,5.1894,5.421,5.6175,5.7857,5.9306,6.056,6.7234,6.9696
10/31/1993,,,3.1,3.28,3.537,3.9641,4.3161,4.6115,4.863,5.0798,5.2682,5.4332,5.5786,5.7072,6.4441,6.7378
9/30/1993,,,2.98,3.13,3.4451,3.8874,4.2504,4.5536,4.8108,5.032,5.2247,5.3943,5.5447,5.6792,6.4986,6.8608
8/31/1993,,,3.08,3.21,3.4463,3.8468,4.2063,4.524,4.802,5.0439,5.2538,5.4356,5.5932,5.7302,6.455,6.7196
7/31/1993,,,3.1,3.28,3.6006,4.1154,4.5364,4.8834,5.172,5.4139,5.6184,5.7926,5.9423,6.0717,6.773,7.0474
6/30/1993,,,3.1,3.22,3.5494,4.0234,4.4287,4.777,5.0776,5.3382,5.5651,5.7634,5.9375,6.0909,6.958,7.3027
5/31/1993,,,3.13,3.32,3.6388,4.2039,4.6737,5.0673,5.3994,5.6817,5.923,6.1305,6.3098,6.4656,7.305,7.6205
4/30/1993,,,2.97,3.07,3.3002,3.7927,4.3073,4.7812,5.1932,5.5416,5.8327,6.0749,6.2768,6.446,7.258,7.5347
3/31/1993,,,2.95,3.09,3.4142,3.9615,4.4798,4.9391,5.3328,5.6645,5.942,6.1737,6.3678,6.531,7.3235,7.5952
2/28/1993,,,3.01,3.14,3.3811,3.9242,4.4457,4.9088,5.3046,5.6365,5.9128,6.1424,6.3338,6.4942,7.2664,7.5299
1/31/1993,,,2.96,3.16,3.5368,4.1924,4.7725,5.2618,5.6649,5.994,6.2622,6.4816,6.6622,6.8122,7.5226,7.7633
12/31/1992,,,3.15,3.38,3.7304,4.5052,5.1804,5.7107,6.1137,6.4189,6.6524,6.8342,6.9783,7.0947,7.6232,7.7997
11/30/1992,,,3.38,3.58,4.0138,4.8343,5.4837,5.982,6.3612,6.6514,6.8759,7.0523,7.1933,7.3078,7.831,8.0061
10/31/1992,,,3.03,3.29,3.7228,4.4577,5.0931,5.6186,6.0448,6.388,6.6647,6.889,7.0725,7.2241,7.935,8.175
9/30/1992,,,2.75,2.92,3.2185,3.8673,4.4476,4.965,5.4243,5.8303,6.1875,6.4997,6.7709,7.0045,7.8953,7.4889
8/31/1992,,,3.23,3.35,3.5635,4.2091,4.7805,5.2843,5.7263,6.1122,6.4472,6.7358,6.9826,7.1916,7.8943,7.4998
7/31/1992,,,3.25,3.38,3.7418,4.4285,5.0116,5.5044,5.919,6.2659,6.5547,6.7935,6.9898,7.15,7.7243,7.9441
6/30/1992,,,3.65,3.77,4.1684,4.8597,5.4456,5.9401,6.3553,6.7021,6.99,7.2273,7.4213,7.5786,8.0729,8.0847
5/31/1992,,,3.79,3.96,4.3456,5.1487,5.7815,6.2776,6.6647,6.9653,7.1977,7.3766,7.514,7.6194,8.0117,8.2959
4/30/1992,,,3.79,3.97,4.4876,5.3897,6.0771,6.5971,6.9874,7.278,7.4926,7.6499,7.7647,7.8484,8.1737,8.5433
3/31/1992,,,4.15,4.32,4.7632,5.6244,6.2605,6.7265,7.0651,7.309,7.4835,7.6077,7.6961,7.7596,8.0489,8.3816
2/29/1992,,,4.03,4.14,4.5073,5.2683,5.8719,6.3475,6.7196,7.0085,7.2309,7.4007,7.5291,7.6253,7.9226,8.1803
1/31/1992,,,3.94,4.07,4.4268,5.1582,5.7552,6.24,6.6311,6.9445,7.1936,7.3898,7.5428,7.6606,7.9661,8.0354
12/31/1991,,,3.96,4,4.2323,4.8144,5.3089,5.727,6.0788,6.3733,6.6186,6.8216,6.9886,7.1252,7.6448,7.9455
11/30/1991,,,4.47,4.57,4.8418,5.3943,5.8738,6.2881,6.6443,6.9487,7.2073,7.4254,7.6076,7.7583,8.22,8.0394
10/31/1991,,,4.96,5.03,5.2173,5.7006,6.12,6.4828,6.7951,7.0626,7.2903,7.4827,7.6439,7.7774,8.1508,7.7791
9/30/1991,,,5.26,5.34,5.5314,5.9952,6.3804,6.6993,6.9627,7.1793,7.3568,7.5014,7.6186,7.7129,7.9917,7.8766
8/31/1991,,,5.49,5.6,5.7976,6.2962,6.7071,7.0442,7.3192,7.542,7.7211,7.8636,7.9755,8.0619,8.2003,7.9488
7/31/1991,,,5.7,5.93,6.2077,6.7541,7.1694,7.4852,7.7257,7.909,8.0491,8.1562,8.2383,8.3012,8.46,8.3019
6/30/1991,,,5.71,5.95,6.3303,6.9265,7.3366,7.6358,7.8631,8.0397,8.1786,8.288,8.3737,8.4401,8.5424,8.3169
5/31/1991,,,5.71,5.94,6.2288,6.7587,7.1329,7.4155,7.6375,7.8156,7.9597,8.0762,8.1701,8.2448,8.3966,8.1595
4/30/1991,,,5.68,5.83,6.2454,6.7814,7.1516,7.4196,7.6224,7.7819,7.9106,8.0162,8.1031,8.1745,8.3292,7.9911
3/31/1991,,,5.92,6.05,6.425,6.9488,7.3059,7.5541,7.7317,7.8634,7.9653,8.0475,8.1161,8.1748,8.3997,8.0698
2/28/1991,,,6.22,6.32,6.5403,6.9315,7.2247,7.4493,7.6257,7.7676,7.8843,7.9821,8.0649,8.1356,8.3737,8.0022
1/31/1991,,,6.37,6.49,6.673,6.9873,7.2334,7.434,7.6021,7.7457,7.8692,7.9756,8.0665,8.1434,8.339,7.985
12/31/1990,,,6.63,6.73,6.9164,7.1467,7.3515,7.5328,7.6923,7.8318,7.9529,8.0569,8.1453,8.2193,8.3848,7.9784
11/30/1990,,,7.24,7.36,7.3225,7.4825,7.6276,7.7586,7.8762,7.9813,8.0746,8.1569,8.2287,8.2907,8.4885,8.1971
10/31/1990,,,7.34,7.46,7.4891,7.6884,7.8683,8.0299,8.1744,8.3029,8.4163,8.5157,8.6019,8.6758,8.8951,8.5337
9/30/1990,,,7.37,7.54,7.7136,7.9191,8.1007,8.2608,8.4012,8.5238,8.6301,8.7215,8.7994,8.8648,9.0199,8.6471
8/31/1990,,,7.63,7.74,7.8078,8.0148,8.1896,8.3363,8.463,8.5734,8.6699,8.754,8.8266,8.8887,9.068,8.7433
7/31/1990,,,7.74,7.72,7.6891,7.8023,7.9024,7.99,8.0672,8.1354,8.1954,8.2479,8.2934,8.3322,8.4327,8.1848
6/30/1990,,,8,8.02,7.9659,8.0944,8.1815,8.2449,8.2917,8.3259,8.3504,8.3673,8.3785,8.3853,8.3566,8.3093
